"","entity_id","sample_id","interp_age","interp_age_uncert_pos","interp_age_uncert_neg","age_model_type","d13C_measurement","d13C_precision"
"358",277,204998,1204.47,NA,NA,"linear",-8.8,0.1
"359",277,204999,1205.07,NA,NA,"linear",-8.86,0.1
"360",277,205000,1205.67,NA,NA,"linear",-8.88,0.1
"361",277,205001,1206.28,NA,NA,"linear",-8.59,0.1
"362",277,205002,1206.88,NA,NA,"linear",-8.2,0.1
"363",277,205003,1207.48,NA,NA,"linear",-8.34,0.1
"364",277,205004,1208.08,NA,NA,"linear",-8.48,0.1
"365",277,205005,1208.68,NA,NA,"linear",-8.75,0.1
"366",277,205006,1209.28,NA,NA,"linear",-8.49,0.1
"367",277,205007,1209.89,NA,NA,"linear",-8.82,0.1
"368",277,205008,1210.49,NA,NA,"linear",-8.68,0.1
"369",277,205009,1211.09,NA,NA,"linear",-8.72,0.1
"370",277,205010,1211.69,NA,NA,"linear",-8.48,0.1
"371",277,205011,1212.29,NA,NA,"linear",-8.6,0.1
"372",277,205012,1212.89,NA,NA,"linear",-8.35,0.1
"373",277,205013,1213.49,NA,NA,"linear",-7.98,0.1
"374",277,205014,1214.1,NA,NA,"linear",-7.69,0.1
"375",277,205015,1214.7,NA,NA,"linear",-7.7,0.1
"376",277,205016,1215.3,NA,NA,"linear",-7.91,0.1
"377",277,205017,1215.9,NA,NA,"linear",-8.19,0.1
"378",277,205018,1216.5,NA,NA,"linear",-8.5,0.1
"379",277,205019,1217.1,NA,NA,"linear",-8.69,0.1
"380",277,205020,1217.71,NA,NA,"linear",-8.67,0.1
"381",277,205021,1218.31,NA,NA,"linear",-8.51,0.1
"382",277,205022,1218.91,NA,NA,"linear",-8.47,0.1
"383",277,205023,1219.51,NA,NA,"linear",-8.52,0.1
"384",277,205024,1220.11,NA,NA,"linear",-8.53,0.1
"385",277,205025,1220.71,NA,NA,"linear",-8.25,0.1
"386",277,205026,1221.31,NA,NA,"linear",-8.05,0.1
"387",277,205027,1221.92,NA,NA,"linear",-8,0.1
"388",277,205028,1222.52,NA,NA,"linear",-8.06,0.1
"389",277,205029,1223.12,NA,NA,"linear",-8.27,0.1
"390",277,205030,1223.72,NA,NA,"linear",-8.4,0.1
"391",277,205031,1224.32,NA,NA,"linear",-8.57,0.1
"392",277,205032,1224.92,NA,NA,"linear",-8.58,0.1
"393",277,205033,1225.53,NA,NA,"linear",-8.68,0.1
"394",277,205034,1226.13,NA,NA,"linear",-8.76,0.1
"395",277,205035,1226.73,NA,NA,"linear",-8.75,0.1
"396",277,205036,1227.33,NA,NA,"linear",-8.72,0.1
"397",277,205037,1227.93,NA,NA,"linear",-8.58,0.1
"398",277,205038,1228.53,NA,NA,"linear",-8.36,0.1
"399",277,205039,1229.14,NA,NA,"linear",-8.14,0.1
"400",277,205040,1229.74,NA,NA,"linear",-7.87,0.1
"401",277,205041,1230.34,NA,NA,"linear",-7.61,0.1
"402",277,205042,1230.94,NA,NA,"linear",-7.37,0.1
"403",277,205043,1231.54,NA,NA,"linear",-7.28,0.1
"404",277,205044,1232.14,NA,NA,"linear",-7.56,0.1
"405",277,205045,1232.74,NA,NA,"linear",-7.92,0.1
"406",277,205046,1233.35,NA,NA,"linear",-7.98,0.1
"407",277,205047,1233.95,NA,NA,"linear",-8.05,0.1
"408",277,205048,1234.55,NA,NA,"linear",-8.19,0.1
"409",277,205049,1235.15,NA,NA,"linear",-7.94,0.1
"410",277,205050,1235.75,NA,NA,"linear",-7.6,0.1
"411",277,205051,1236.35,NA,NA,"linear",-7.23,0.1
"412",277,205052,1236.96,NA,NA,"linear",-7.34,0.1
"413",277,205053,1237.56,NA,NA,"linear",-7.7,0.1
"414",277,205054,1238.16,NA,NA,"linear",-8,0.1
"415",277,205055,1238.76,NA,NA,"linear",-8.19,0.1
"416",277,205056,1239.36,NA,NA,"linear",-8.27,0.1
"417",277,205057,1239.96,NA,NA,"linear",-8.21,0.1
"418",277,205058,1240.57,NA,NA,"linear",-8.06,0.1
"419",277,205059,1241.17,NA,NA,"linear",-7.87,0.1
"420",277,205060,1241.77,NA,NA,"linear",-7.73,0.1
"421",277,205061,1242.37,NA,NA,"linear",-7.58,0.1
"422",277,205062,1242.97,NA,NA,"linear",-7.51,0.1
"423",277,205063,1243.57,NA,NA,"linear",-7.53,0.1
"424",277,205064,1244.17,NA,NA,"linear",-7.57,0.1
"425",277,205065,1244.78,NA,NA,"linear",-7.56,0.1
"426",277,205066,1245.38,NA,NA,"linear",-7.58,0.1
"427",277,205067,1245.98,NA,NA,"linear",-7.55,0.1
"428",277,205068,1246.58,NA,NA,"linear",-7.57,0.1
"429",277,205069,1247.18,NA,NA,"linear",-7.49,0.1
"430",277,205070,1247.78,NA,NA,"linear",-7.55,0.1
